age,gender,income,employment_status,credit_score,loan_amount,previous_defaults,education,loan_approved
41,Female,26500.0,Employed,682.0,17600.0,3,Bachelor,0
30,Female,73300.0,Employed,831.0,14400.0,0,Master,1
40,Male,71500.0,Employed,701.0,45400.0,1,Master,1
56,Female,26000.0,Employed,651.0,69100.0,1,Bachelor,0
48,Female,22000.0,Employed,624.0,25900.0,0,Master,0
44,Male,20000.0,Employed,727.0,3700.0,0,Bachelor,1
25,Female,44900.0,Employed,541.0,17700.0,0,Master,1
57,Female,41100.0,Employed,779.0,9600.0,0,Bachelor,1
32,Female,33500.0,Employed,562.0,13800.0,0,Bachelor,1
55,Female,113600.0,Employed,608.0,24100.0,0,Bachelor,1
60,Female,31900.0,Employed,706.0,19200.0,1,Bachelor,0
22,Female,44100.0,Employed,828.0,7900.0,0,High School,1
61,Female,36400.0,Self-Employed,657.0,11900.0,0,High School,1
65,Female,107100.0,Employed,591.0,35900.0,0,Bachelor,1
59,Female,18000.0,Employed,771.0,46800.0,0,Bachelor,0
62,Female,34400.0,Self-Employed,643.0,40900.0,0,Bachelor,0
29,Female,54600.0,Employed,537.0,8000.0,0,High School,1
42,Male,35900.0,Self-Employed,732.0,14600.0,2,Master,0
67,Female,20900.0,Employed,661.0,11700.0,0,Bachelor,1
25,Female,43800.0,Employed,659.0,26900.0,0,High School,1
32,Male,18000.0,Employed,743.0,15100.0,0,Bachelor,1
21,Female,56100.0,Employed,750.0,9800.0,0,Bachelor,1
64,Male,32600.0,Self-Employed,616.0,43800.0,0,High School,0
42,Male,30000.0,Employed,690.0,12700.0,0,Master,1
58,Female,67700.0,Retired,548.0,33100.0,1,Master,0
39,Male,24300.0,Employed,658.0,12500.0,0,High School,1
36,Female,18600.0,Unemployed,605.0,28900.0,2,High School,0
51,Female,25500.0,Employed,662.0,14900.0,1,Bachelor,0
23,Male,111700.0,Employed,645.0,9700.0,0,Master,1
43,Male,24300.0,Employed,665.0,36000.0,1,Bachelor,0
62,Male,48200.0,Employed,538.0,11800.0,1,Bachelor,0
38,Female,61200.0,Self-Employed,568.0,19300.0,1,PhD,0
46,Female,25100.0,Employed,662.0,8300.0,0,Master,1
33,Female,25100.0,Employed,807.0,7900.0,2,Bachelor,0
38,Male,43900.0,Employed,742.0,45400.0,1,Bachelor,0
23,Female,44900.0,Employed,717.0,19600.0,0,High School,1
43,Female,78700.0,Employed,629.0,16900.0,0,PhD,1
23,Female,27300.0,Self-Employed,600.0,14000.0,0,Bachelor,1
45,Male,33200.0,Employed,733.0,11300.0,0,Bachelor,1
47,Female,165900.0,Unemployed,581.0,25600.0,0,Bachelor,1
64,Female,18000.0,Retired,819.0,42300.0,0,High School,0
47,Female,18000.0,Self-Employed,676.0,29500.0,0,High School,0
59,Male,20100.0,Employed,850.0,26000.0,0,Bachelor,1
45,Female,69600.0,Employed,825.0,14900.0,0,Master,1
44,Female,32200.0,Employed,716.0,26400.0,1,Bachelor,0
28,Male,32200.0,Unemployed,712.0,58100.0,0,Bachelor,0
29,Female,24800.0,Retired,625.0,15400.0,0,High School,0
66,Female,63500.0,Employed,792.0,22400.0,0,Master,1
57,Male,20300.0,Employed,648.0,40800.0,0,Bachelor,0
50,Male,30000.0,Unemployed,536.0,58100.0,0,High School,0
39,Female,25300.0,Employed,778.0,19600.0,0,High School,1
36,Male,18000.0,Employed,726.0,30000.0,3,PhD,0
44,Female,31600.0,Retired,636.0,15500.0,0,Bachelor,1
64,Male,39000.0,Self-Employed,703.0,21900.0,0,High School,1
41,Female,27200.0,Unemployed,683.0,15600.0,0,High School,0
56,Male,35100.0,Employed,806.0,36500.0,0,PhD,1
60,Female,35500.0,Employed,594.0,49300.0,0,High School,0
59,Female,37600.0,Employed,807.0,8700.0,0,Bachelor,1
67,Female,23700.0,Employed,793.0,16900.0,0,Bachelor,1
26,Female,23000.0,Employed,626.0,13000.0,0,High School,1
25,Male,41100.0,Unemployed,716.0,14900.0,1,Bachelor,0
34,Female,19200.0,Unemployed,727.0,15600.0,3,Master,0
65,Male,36100.0,Employed,850.0,10700.0,1,Bachelor,1
62,Male,90900.0,Employed,614.0,21300.0,0,Bachelor,1
24,Male,39400.0,Employed,516.0,9000.0,0,Master,1
28,Male,18000.0,Employed,509.0,30600.0,2,Master,0
44,Female,43900.0,Employed,698.0,21500.0,0,High School,1
31,Female,60400.0,Employed,767.0,9500.0,0,Bachelor,1
37,Male,27000.0,Employed,604.0,9200.0,0,Bachelor,1
41,Male,34600.0,Unemployed,664.0,28800.0,0,Bachelor,0
46,Female,25900.0,Employed,642.0,11800.0,0,Bachelor,1
63,Male,31900.0,Employed,583.0,45600.0,1,Bachelor,0
64,Male,28800.0,Self-Employed,731.0,5000.0,0,Bachelor,1
65,Male,49900.0,Employed,532.0,9600.0,0,High School,1
47,Female,92000.0,Retired,734.0,14300.0,0,High School,1
36,Female,41300.0,Employed,643.0,17700.0,2,Bachelor,0
46,Male,18600.0,Unemployed,764.0,26900.0,3,Master,0
53,Male,142200.0,Employed,695.0,16000.0,0,Bachelor,1
51,Female,53700.0,Employed,548.0,14900.0,0,High School,1
67,Female,59500.0,Employed,707.0,12000.0,0,Bachelor,1
26,Male,38900.0,Retired,647.0,11200.0,0,Bachelor,1
64,Female,45100.0,Employed,773.0,11800.0,0,Bachelor,1
28,Male,33800.0,Employed,742.0,17200.0,0,PhD,1
27,Male,63100.0,Employed,777.0,6000.0,0,Bachelor,1
54,Female,31600.0,Employed,651.0,24900.0,0,High School,1
64,Male,51300.0,Employed,602.0,18800.0,0,Master,1
34,Female,65200.0,Retired,679.0,16800.0,2,Bachelor,0
36,Male,74800.0,Unemployed,742.0,35700.0,0,Master,1
63,Male,67200.0,Employed,599.0,25800.0,0,High School,1
29,Female,24100.0,Employed,706.0,19500.0,0,Bachelor,1
30,Male,88100.0,Employed,712.0,26700.0,0,High School,1
37,Female,55900.0,Employed,797.0,12400.0,0,High School,1
32,Male,46800.0,Employed,591.0,25700.0,0,High School,1
26,Male,49500.0,Self-Employed,722.0,29500.0,0,Master,1
39,Male,37100.0,Employed,638.0,4200.0,0,High School,1
63,Female,31800.0,Employed,616.0,52200.0,0,Bachelor,0
61,Male,33400.0,Self-Employed,845.0,22000.0,0,PhD,1
49,Female,76400.0,Employed,718.0,26000.0,0,High School,1
26,Male,41800.0,Employed,811.0,34500.0,0,Master,1
45,Female,46200.0,Self-Employed,617.0,16600.0,0,Bachelor,1
44,Male,41400.0,Employed,823.0,14000.0,0,Bachelor,1
45,Female,28700.0,Employed,645.0,21600.0,1,Bachelor,0
36,Female,18000.0,Employed,748.0,94400.0,0,High School,0
36,Female,58900.0,Employed,600.0,17000.0,2,High School,0
26,Female,55900.0,Employed,589.0,12300.0,0,Bachelor,1
57,Female,39900.0,Employed,678.0,40300.0,0,Bachelor,1
41,Female,23300.0,Employed,812.0,5200.0,2,High School,0
24,Male,99700.0,Employed,787.0,16900.0,0,Bachelor,1
54,Male,33800.0,Self-Employed,692.0,12300.0,0,Bachelor,1
48,Female,45400.0,Employed,653.0,26300.0,1,Bachelor,0
58,Female,28200.0,Self-Employed,707.0,19600.0,1,Bachelor,0
61,Female,20400.0,Self-Employed,591.0,9300.0,1,Bachelor,0
48,Male,53900.0,Self-Employed,692.0,26600.0,0,Bachelor,1
37,Male,19000.0,Employed,684.0,11000.0,1,Bachelor,0
34,Male,45000.0,Employed,684.0,17500.0,0,Bachelor,1
27,Female,45100.0,Employed,719.0,14000.0,0,PhD,1
42,Male,22900.0,Self-Employed,747.0,29400.0,0,Bachelor,1
21,Male,21000.0,Employed,477.0,13700.0,0,Bachelor,1
49,Male,27300.0,Self-Employed,609.0,3000.0,0,Bachelor,1
51,Male,29300.0,Employed,624.0,9200.0,0,High School,1
50,Female,18700.0,Employed,667.0,18700.0,0,Bachelor,1
35,Male,22900.0,Employed,674.0,12100.0,0,Master,1
38,Female,41700.0,Employed,734.0,36900.0,0,Bachelor,1
55,Male,108500.0,Employed,707.0,9800.0,0,High School,1
50,Male,66400.0,Unemployed,782.0,25500.0,0,Bachelor,1
54,Male,43500.0,Employed,654.0,29300.0,0,High School,1
62,Male,70600.0,Employed,622.0,20000.0,0,Bachelor,1
31,Male,71500.0,Employed,668.0,23000.0,1,High School,1
47,Male,34500.0,Employed,683.0,16600.0,1,Bachelor,1
44,Female,45700.0,Employed,688.0,21300.0,0,Master,1
55,Male,65400.0,Self-Employed,658.0,13500.0,3,Bachelor,0
59,Female,70100.0,Self-Employed,772.0,20700.0,0,Bachelor,1
28,Female,70400.0,Self-Employed,764.0,15200.0,0,Master,1
38,Female,24000.0,Employed,772.0,15200.0,0,PhD,1
33,Male,72200.0,Employed,596.0,12100.0,0,Bachelor,1
65,Male,101600.0,Self-Employed,742.0,15800.0,0,PhD,1
44,Male,84700.0,Employed,816.0,44600.0,0,High School,1
43,Male,23300.0,Employed,775.0,15600.0,0,PhD,1
32,Female,20600.0,Self-Employed,636.0,31700.0,0,Master,0
50,Male,50600.0,Self-Employed,652.0,24700.0,0,High School,1
51,Male,83900.0,Employed,547.0,20900.0,2,Bachelor,0
48,Female,44900.0,Employed,789.0,21400.0,1,Bachelor,1
42,Female,35700.0,Employed,597.0,18300.0,1,High School,0
64,Female,38400.0,Employed,639.0,12700.0,0,Bachelor,1
48,Male,66900.0,Employed,728.0,50600.0,0,Bachelor,1
33,Male,34200.0,Employed,692.0,34000.0,2,High School,0
45,Male,51000.0,Employed,711.0,18500.0,3,Bachelor,0
64,Male,37600.0,Self-Employed,631.0,18800.0,2,Bachelor,0
66,Male,25700.0,Self-Employed,573.0,25300.0,0,High School,0
27,Male,24800.0,Employed,698.0,9600.0,0,High School,1
65,Male,52200.0,Employed,605.0,11300.0,0,Bachelor,1
26,Male,18000.0,Employed,724.0,5800.0,0,Bachelor,1
44,Male,51000.0,Employed,604.0,15900.0,2,Bachelor,0
39,Female,36900.0,Employed,667.0,36900.0,0,High School,1
39,Female,64400.0,Retired,826.0,15200.0,0,Bachelor,1
56,Female,54200.0,Employed,699.0,67100.0,0,Bachelor,1
29,Male,41000.0,Employed,612.0,13900.0,0,Bachelor,1
56,Male,23500.0,Employed,722.0,20100.0,0,Bachelor,1
58,Male,24200.0,Employed,668.0,15300.0,1,Master,0
60,Female,29100.0,Employed,613.0,4700.0,0,Bachelor,1
49,Female,62000.0,Employed,682.0,15300.0,0,Bachelor,1
44,Male,97200.0,Employed,785.0,10900.0,0,Bachelor,1
25,Female,47300.0,Employed,731.0,20800.0,0,High School,1
62,Male,29900.0,Employed,665.0,38800.0,0,High School,1
65,Female,31500.0,Employed,577.0,14600.0,0,Master,1
46,Female,32200.0,Employed,742.0,22500.0,0,Master,1
34,Female,67500.0,Self-Employed,721.0,15900.0,2,Bachelor,0
59,Female,31900.0,Employed,542.0,30900.0,0,Master,0
49,Female,39300.0,Self-Employed,554.0,70900.0,0,Master,0
26,Male,78600.0,Employed,814.0,44000.0,3,Master,0
27,Female,30200.0,Employed,707.0,12500.0,1,Master,0
57,Male,53000.0,Employed,562.0,41300.0,1,Master,0
38,Female,63000.0,Employed,777.0,21600.0,0,Master,1
43,Female,41400.0,Employed,783.0,37800.0,1,Bachelor,0
64,Female,106600.0,Employed,620.0,9700.0,0,Bachelor,1
58,Male,92300.0,Self-Employed,602.0,17100.0,0,Bachelor,1
21,Female,45800.0,Employed,687.0,20100.0,4,Master,0
24,Female,26900.0,Employed,694.0,17500.0,0,Master,1
64,Female,27500.0,Employed,667.0,21500.0,2,High School,0
67,Male,44600.0,Employed,589.0,16900.0,0,Bachelor,1
55,Male,23300.0,Unemployed,650.0,14600.0,0,High School,0
43,Male,45900.0,Retired,644.0,13700.0,0,High School,1
47,Male,93300.0,Employed,554.0,11000.0,2,Bachelor,0
46,Female,41400.0,Employed,764.0,21700.0,0,Bachelor,1
28,Male,39800.0,Self-Employed,590.0,16600.0,0,Bachelor,1
63,Female,61500.0,Employed,791.0,13000.0,0,Bachelor,1
36,Male,52200.0,Employed,693.0,7300.0,1,High School,1
61,Male,22600.0,Retired,625.0,24900.0,0,Bachelor,0
23,Female,32000.0,Employed,713.0,27000.0,0,Bachelor,1
52,Female,103500.0,Employed,669.0,10300.0,0,Bachelor,1
25,Male,47200.0,Self-Employed,793.0,19200.0,0,Bachelor,1
40,Female,24300.0,Retired,850.0,13000.0,3,High School,0
34,Female,36500.0,Self-Employed,713.0,27700.0,1,Bachelor,0
52,Male,18000.0,Employed,665.0,13400.0,0,Master,1
46,Female,18000.0,Unemployed,816.0,13400.0,0,Bachelor,0
67,Female,65600.0,Retired,663.0,19500.0,1,Bachelor,0
26,Female,40000.0,Unemployed,635.0,14000.0,0,High School,0
56,Male,52000.0,Employed,785.0,13500.0,0,Master,1
60,Female,71600.0,Self-Employed,751.0,12500.0,0,Bachelor,1
25,Male,47600.0,Employed,636.0,13800.0,0,High School,1
33,Male,57900.0,Employed,707.0,14400.0,0,High School,1
52,Male,45600.0,Employed,651.0,18200.0,0,High School,1
36,Male,76400.0,Self-Employed,731.0,16400.0,0,High School,1
21,Female,97400.0,Unemployed,723.0,24300.0,0,Bachelor,1
33,Female,44300.0,Self-Employed,571.0,9000.0,0,Bachelor,1
31,Female,43400.0,Employed,684.0,63200.0,0,PhD,0
28,Male,47100.0,Employed,554.0,18300.0,1,Bachelor,0
45,Male,38100.0,Employed,559.0,32300.0,0,Master,1
60,Male,32900.0,Unemployed,638.0,24100.0,1,High School,0
52,Female,67800.0,Employed,629.0,19400.0,0,Bachelor,1
44,Male,32900.0,Self-Employed,535.0,23600.0,0,Bachelor,1
48,Female,31900.0,Employed,579.0,22100.0,0,Master,1
34,Female,62900.0,Unemployed,549.0,16200.0,0,Bachelor,0
65,Male,65400.0,Employed,617.0,75800.0,0,High School,1
23,Female,128900.0,Employed,725.0,35200.0,1,PhD,1
56,Male,73900.0,Retired,806.0,6900.0,0,Master,1
47,Female,60700.0,Self-Employed,770.0,33900.0,0,Bachelor,1
40,Female,65200.0,Employed,717.0,18800.0,0,Master,1
67,Male,37300.0,Employed,712.0,48100.0,0,PhD,1
35,Male,53200.0,Self-Employed,671.0,14800.0,0,Master,1
47,Female,54400.0,Employed,672.0,4400.0,0,Bachelor,1
65,Female,30600.0,Self-Employed,798.0,14600.0,0,Bachelor,1
61,Male,39200.0,Employed,733.0,6900.0,1,High School,1
48,Female,64600.0,Retired,697.0,12000.0,0,High School,1
45,Female,39800.0,Employed,531.0,12800.0,0,PhD,1
62,Female,54500.0,Self-Employed,742.0,22600.0,0,Bachelor,1
64,Male,62800.0,Employed,743.0,21000.0,0,High School,1
66,Female,61400.0,Employed,627.0,26500.0,2,Bachelor,0
53,Female,95400.0,Employed,699.0,25200.0,0,Bachelor,1
66,Male,30000.0,Self-Employed,669.0,57800.0,0,Bachelor,0
34,Male,91200.0,Self-Employed,634.0,18100.0,0,Bachelor,1
28,Female,50900.0,Employed,715.0,24600.0,2,Bachelor,0
34,Male,60900.0,Employed,588.0,30700.0,0,High School,1
21,Female,56900.0,Self-Employed,850.0,12200.0,0,Master,1
36,Male,55400.0,Self-Employed,725.0,8400.0,0,High School,1
38,Male,29200.0,Employed,671.0,22500.0,0,Bachelor,1
27,Female,59800.0,Retired,762.0,14200.0,1,Bachelor,1
35,Male,19500.0,Self-Employed,747.0,28800.0,1,Bachelor,0
44,Male,114400.0,Employed,617.0,28000.0,0,Bachelor,1
33,Male,48600.0,Employed,637.0,32600.0,0,High School,1
29,Female,71700.0,Employed,486.0,11300.0,0,Master,1
35,Male,56400.0,Self-Employed,589.0,12800.0,0,Bachelor,1
55,Male,40900.0,Employed,737.0,19200.0,0,Bachelor,1
44,Female,30600.0,Self-Employed,696.0,16200.0,0,Bachelor,1
53,Male,27900.0,Employed,638.0,23700.0,1,Bachelor,0
36,Female,59300.0,Unemployed,709.0,40800.0,0,High School,0
28,Male,57700.0,Self-Employed,635.0,17000.0,0,Bachelor,1
49,Female,53100.0,Employed,557.0,8000.0,0,Bachelor,1
43,Male,37800.0,Employed,600.0,5600.0,0,Bachelor,1
65,Female,49300.0,Employed,850.0,8300.0,0,High School,1
51,Male,32500.0,Self-Employed,667.0,8100.0,0,High School,1
60,Male,28600.0,Self-Employed,672.0,26900.0,0,Bachelor,1
34,Male,34900.0,Employed,724.0,17500.0,0,Bachelor,1
50,Male,35700.0,Employed,763.0,18900.0,0,Bachelor,1
59,Male,83500.0,Employed,661.0,27800.0,0,High School,1
47,Male,20300.0,Employed,774.0,40900.0,0,Bachelor,0
67,Female,39500.0,Employed,661.0,16000.0,0,High School,1
36,Male,55100.0,Employed,679.0,28200.0,1,Bachelor,1
26,Male,108300.0,Employed,639.0,22300.0,0,High School,1
53,Female,29600.0,Employed,745.0,7100.0,0,Bachelor,1
64,Female,23000.0,Employed,563.0,7400.0,0,High School,1
38,Male,57600.0,Unemployed,699.0,14700.0,0,Bachelor,1
36,Male,43600.0,Employed,730.0,20300.0,0,Bachelor,1
32,Male,35900.0,Employed,767.0,24100.0,0,High School,1
40,Female,50000.0,Employed,726.0,16000.0,0,Bachelor,1
65,Female,61800.0,Employed,602.0,6500.0,0,High School,1
60,Male,58000.0,Unemployed,729.0,14500.0,0,Master,1
49,Female,46700.0,Employed,743.0,6000.0,0,Master,1
50,Female,77500.0,Employed,735.0,15900.0,0,Master,1
46,Female,44300.0,Employed,660.0,25200.0,0,PhD,1
42,Female,41000.0,Employed,667.0,23300.0,0,Master,1
53,Male,57400.0,Employed,765.0,13300.0,0,Master,1
59,Male,21400.0,Employed,680.0,23000.0,0,High School,1
67,Male,54600.0,Employed,599.0,9200.0,1,High School,1
49,Male,34500.0,Self-Employed,645.0,12300.0,0,Master,1
42,Female,20600.0,Employed,807.0,6700.0,0,Bachelor,1
65,Female,49600.0,Employed,566.0,13100.0,0,Master,1
33,Male,31900.0,Unemployed,791.0,11300.0,0,Master,1
29,Male,18000.0,Employed,682.0,14100.0,1,Master,0
44,Male,26000.0,Unemployed,567.0,15300.0,0,Bachelor,0
35,Female,93400.0,Retired,747.0,20900.0,0,High School,1
56,Male,30400.0,Employed,620.0,5600.0,0,Bachelor,1
33,Male,47200.0,Employed,688.0,10800.0,0,Bachelor,1
47,Male,23300.0,Employed,524.0,32400.0,1,Master,0
64,Male,114700.0,Self-Employed,794.0,32800.0,1,Master,1
57,Female,41600.0,Employed,655.0,18600.0,0,Master,1
27,Female,28500.0,Self-Employed,628.0,18900.0,0,Bachelor,1
28,Male,62500.0,Retired,696.0,9200.0,0,Bachelor,1
57,Female,111900.0,Self-Employed,755.0,14400.0,2,Master,0
61,Female,32700.0,Unemployed,664.0,29500.0,0,Bachelor,0
34,Female,28200.0,Self-Employed,753.0,8500.0,1,Master,0
32,Male,126400.0,Unemployed,678.0,19700.0,0,High School,1
56,Male,37700.0,Employed,687.0,25200.0,0,Bachelor,1
60,Male,35700.0,Self-Employed,612.0,18600.0,2,Master,0
37,Female,18000.0,Self-Employed,770.0,16500.0,2,High School,0
60,Male,39500.0,Employed,737.0,16400.0,0,Bachelor,1
49,Male,20400.0,Employed,727.0,24400.0,0,High School,1
47,Male,30300.0,Employed,771.0,20300.0,0,Bachelor,1
21,Female,18000.0,Employed,591.0,24300.0,0,Bachelor,0
54,Male,74400.0,Employed,686.0,14500.0,0,Bachelor,1
24,Female,19300.0,Employed,774.0,14900.0,0,Bachelor,1
44,Female,18000.0,Retired,677.0,25100.0,0,Bachelor,0
41,Male,25500.0,Employed,693.0,10600.0,0,Bachelor,1
53,Female,74900.0,Self-Employed,690.0,9200.0,0,Bachelor,1
27,Male,32100.0,Employed,720.0,70500.0,0,Bachelor,0
21,Female,34400.0,Employed,517.0,23200.0,0,Bachelor,1
61,Male,51000.0,Employed,690.0,15600.0,0,Bachelor,1
23,Female,37200.0,Employed,714.0,11900.0,0,Master,1
64,Female,74500.0,Self-Employed,713.0,10400.0,0,Bachelor,1
35,Female,35600.0,Self-Employed,816.0,17500.0,0,Bachelor,1
51,Female,35900.0,Self-Employed,630.0,17000.0,2,Bachelor,0
36,Male,124500.0,Employed,820.0,23500.0,1,Bachelor,1
30,Female,41300.0,Self-Employed,649.0,8300.0,2,High School,0
49,Female,45000.0,Employed,565.0,8500.0,0,Master,1
26,Female,36100.0,Employed,808.0,21100.0,0,Bachelor,1
49,Male,18000.0,Unemployed,769.0,22700.0,1,Bachelor,0
37,Female,62100.0,Unemployed,692.0,31000.0,0,High School,0
42,Female,92100.0,Employed,630.0,48900.0,3,PhD,0
44,Female,75200.0,Unemployed,662.0,15300.0,0,High School,1
37,Male,30400.0,Self-Employed,702.0,27000.0,0,Master,1
41,Female,36800.0,Employed,798.0,9700.0,0,High School,1
31,Male,47800.0,Employed,568.0,3800.0,0,Bachelor,1
27,Female,47000.0,Retired,662.0,10000.0,1,Bachelor,0
62,Male,56400.0,Self-Employed,658.0,13500.0,0,Bachelor,1
59,Female,44400.0,Employed,639.0,65500.0,0,Bachelor,0
25,Female,33500.0,Employed,625.0,6600.0,0,High School,1
64,Male,43000.0,Employed,817.0,28100.0,0,High School,1
41,Female,66100.0,Employed,612.0,12600.0,0,Bachelor,1
38,Male,172500.0,Employed,691.0,24300.0,1,Bachelor,1
55,Female,31300.0,Employed,580.0,18500.0,0,Bachelor,1
40,Female,44900.0,Employed,754.0,10400.0,0,High School,1
35,Female,33500.0,Unemployed,638.0,33300.0,0,Master,0
25,Female,46800.0,Retired,493.0,23600.0,0,Master,0
33,Female,65400.0,Self-Employed,763.0,17900.0,0,Master,1
32,Male,36200.0,Unemployed,633.0,21500.0,2,High School,0
41,Male,18000.0,Self-Employed,791.0,14000.0,0,Master,1
57,Female,67100.0,Employed,773.0,5700.0,0,PhD,1
26,Female,42800.0,Unemployed,671.0,19300.0,0,Bachelor,0
27,Female,33800.0,Employed,714.0,68600.0,1,High School,0
46,Female,30300.0,Employed,688.0,29900.0,0,Bachelor,1
62,Male,46900.0,Employed,561.0,21500.0,3,Bachelor,0
28,Female,28300.0,Employed,801.0,22700.0,0,Bachelor,1
29,Male,30000.0,Employed,658.0,18000.0,0,High School,1
47,Female,21500.0,Self-Employed,682.0,4700.0,1,Bachelor,0
24,Male,28500.0,Employed,683.0,9600.0,2,Bachelor,0
41,Male,55000.0,Retired,661.0,17400.0,0,Bachelor,1
51,Male,20100.0,Employed,734.0,31400.0,0,Bachelor,0
41,Male,71400.0,Unemployed,672.0,54100.0,2,Bachelor,0
60,Female,22300.0,Employed,636.0,9500.0,1,Bachelor,0
45,Male,43300.0,Employed,645.0,26700.0,0,Bachelor,1
59,Male,51100.0,Employed,821.0,4700.0,0,Bachelor,1
35,Male,60600.0,Employed,685.0,14800.0,0,Bachelor,1
55,Male,60600.0,Employed,818.0,17700.0,0,Bachelor,1
63,Male,38500.0,Employed,599.0,49600.0,0,Bachelor,0
61,Male,36800.0,Employed,625.0,11100.0,0,Bachelor,1
57,Female,54100.0,Employed,639.0,14600.0,1,Bachelor,0
62,Female,46100.0,Retired,673.0,32700.0,0,PhD,1
67,Female,33800.0,Employed,619.0,11600.0,0,Bachelor,1
48,Male,48300.0,Employed,669.0,13100.0,0,Bachelor,1
34,Male,36900.0,Self-Employed,697.0,7600.0,0,High School,1
24,Female,29700.0,Employed,765.0,26200.0,0,Bachelor,1
40,Male,33200.0,Employed,566.0,7600.0,0,High School,1
54,Male,51200.0,Employed,759.0,33900.0,0,Bachelor,1
32,Male,25200.0,Employed,743.0,8500.0,0,Bachelor,1
53,Male,69800.0,Employed,597.0,11400.0,3,Bachelor,0
44,Male,30400.0,Employed,613.0,8900.0,0,Master,1
40,Male,18000.0,Employed,710.0,15200.0,3,High School,0
25,Female,52900.0,Self-Employed,626.0,34400.0,0,High School,1
58,Female,18000.0,Self-Employed,797.0,11900.0,1,High School,0
50,Female,24200.0,Self-Employed,679.0,10000.0,0,Master,1
44,Female,134800.0,Employed,577.0,17800.0,0,High School,1
63,Female,68200.0,Employed,585.0,17300.0,1,PhD,1
60,Female,65400.0,Employed,553.0,27100.0,0,PhD,1
27,Female,22900.0,Employed,671.0,8200.0,0,PhD,1
56,Male,36600.0,Employed,675.0,20800.0,0,PhD,1
58,Male,74700.0,Unemployed,724.0,37900.0,0,High School,1
36,Male,55300.0,Employed,787.0,9800.0,0,Bachelor,1
35,Female,70800.0,Employed,681.0,20200.0,0,Bachelor,1
66,Female,97800.0,Employed,788.0,9800.0,1,Bachelor,1
43,Male,55800.0,Self-Employed,618.0,34800.0,0,Bachelor,1
32,Female,21700.0,Employed,555.0,49800.0,0,Bachelor,0
49,Male,54100.0,Employed,747.0,8800.0,0,Master,1
64,Female,35700.0,Unemployed,742.0,21500.0,0,Bachelor,0
35,Male,21000.0,Employed,702.0,22300.0,0,Bachelor,1
49,Male,62800.0,Employed,738.0,19500.0,0,Bachelor,1
65,Male,73200.0,Self-Employed,484.0,15700.0,2,Bachelor,0
63,Male,38300.0,Unemployed,640.0,12800.0,0,Bachelor,1
41,Male,47100.0,Employed,775.0,7000.0,0,High School,1
35,Male,18000.0,Employed,658.0,16400.0,0,Master,1
34,Female,70400.0,Employed,735.0,30300.0,0,High School,1
62,Female,59700.0,Employed,850.0,35000.0,0,High School,1
64,Male,45500.0,Employed,767.0,20100.0,0,High School,1
36,Female,21500.0,Retired,649.0,10000.0,1,Master,0
35,Female,18000.0,Employed,530.0,8400.0,0,High School,1
62,Male,110600.0,Employed,741.0,12400.0,0,High School,1
24,Male,24300.0,Employed,508.0,5700.0,2,High School,0
47,Male,42900.0,Employed,613.0,4000.0,2,High School,0
43,Male,24700.0,Employed,617.0,8000.0,0,Bachelor,1
49,Female,18000.0,Employed,670.0,21700.0,0,PhD,0
61,Male,50200.0,Self-Employed,703.0,6700.0,0,Bachelor,1
29,Female,54300.0,Employed,607.0,22000.0,0,High School,1
63,Female,18000.0,Employed,769.0,11000.0,1,Master,0
63,Male,69900.0,Employed,801.0,37100.0,0,Bachelor,1
27,Female,30800.0,Employed,659.0,12600.0,0,High School,1
62,Male,23400.0,Employed,771.0,13700.0,0,Master,1
24,Female,22600.0,Self-Employed,621.0,11500.0,1,High School,0
25,Male,62000.0,Unemployed,592.0,11600.0,0,High School,1
25,Female,18000.0,Employed,772.0,19000.0,0,Bachelor,1
31,Female,21600.0,Self-Employed,703.0,21400.0,0,High School,0
61,Male,49800.0,Employed,713.0,17500.0,0,High School,1
48,Female,46600.0,Employed,836.0,8400.0,0,Bachelor,1
36,Female,24100.0,Employed,737.0,23000.0,0,Bachelor,1
61,Female,76400.0,Employed,850.0,8700.0,0,PhD,1
50,Female,23000.0,Employed,688.0,9400.0,1,Bachelor,0
24,Female,36200.0,Employed,808.0,12800.0,0,High School,1
22,Male,33800.0,Employed,676.0,28700.0,0,High School,1
66,Male,33900.0,Employed,582.0,9100.0,0,Bachelor,1
23,Female,36400.0,Employed,751.0,22500.0,0,Bachelor,1
41,Male,35900.0,Employed,677.0,3900.0,0,Bachelor,1
26,Female,35600.0,Self-Employed,850.0,24400.0,0,Master,1
63,Female,36600.0,Employed,728.0,33800.0,0,Master,1
38,Male,69100.0,Employed,761.0,26000.0,0,Bachelor,1
64,Male,35700.0,Employed,547.0,17500.0,0,Bachelor,1
25,Female,56700.0,Unemployed,742.0,11900.0,0,Bachelor,1
29,Male,43200.0,Employed,674.0,10300.0,1,Master,1
40,Female,48200.0,Self-Employed,614.0,10900.0,0,High School,1
48,Male,59200.0,Employed,799.0,12600.0,0,Bachelor,1
46,Female,22700.0,Unemployed,570.0,31600.0,0,Bachelor,0
38,Male,54900.0,Employed,710.0,16800.0,1,Master,1
39,Female,36100.0,Employed,628.0,28900.0,0,High School,1
23,Male,24800.0,Employed,703.0,112000.0,0,Master,0
29,Female,59200.0,Employed,656.0,48600.0,0,Bachelor,1
